goal	rule	score
p6(a85, a7, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a46, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a49, a14, a96, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a33, a14, X0, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a90, a14, a20, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a17)	p4(a16, X5) :- p5(a10, X5)	0
p6(X0, a48, a85, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a48, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, a21, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a11, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a16, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p1(a18, X50, X50, a55, a28)	p1(a18, a22, a22, a55, a28)	0
p6(a22, a14, a0, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a20, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a91)	p4(a55, X0) :- p3(X0, X9)	0
p6(a0, a14, a7, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a61, a14, a85, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a11, a14, a49, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a82, a11)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, X5)	p4(a16, X5) :- p5(a10, X5)	0
p8(X80)	p8(a12)	0
p6(a26, a14, a85, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a1, a14, a1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a95)	p4(a16, X5) :- p5(a10, X5)	0
p6(a14, a14, a98, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a74, a14, a11, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a45, a14, a33, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a13, a14, a41, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X7, a17, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a98, a14, a85, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a19)	p4(a16, X5) :- p5(a10, X5)	0
p3(X50, a0)	p3(a23, a0)	0
p6(a7, a14, a46, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, a55, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p3(X50, a0)	p3(a98, a0)	0
p6(X0, a45, X7, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p1(a18, X50, X50, a55, a28)	p1(a18, a16, a16, a55, a28)	0
p6(a64, a14, a33, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a74, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a11, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p3(X80, X70)	p3(a38, X6)	0
p6(X5, a15, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a24, a14, a67, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a26)	p4(a55, X0) :- p3(X0, X9)	0
p6(X0, a48, X7, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, a26, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a22, X7, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a13, a14, a49, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a81, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a19, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a74, a14, a85, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X4, X3, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a21, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a19, a14, a36, a67)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a95, a14, a74, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X7, a15, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a65)	p4(a16, X5) :- p5(a10, X5)	0
p6(a36, a12, a12, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a42)	p4(a16, X5) :- p5(a10, X5)	0
p6(X7, a82, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, a49, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a52, a33)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a90, a14, a48, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a12, a14, a11, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, a35, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a49, a14, a99, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a14, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a16, a14, a15, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a41, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a62, a14, a19, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a61, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a16, a14, a13, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a74, X5, X1)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a0, a14, a95, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a49, a14, a47, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a4, a14, a32, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a7, X0, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a4, a14, a90, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a12, a14, a35, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p1(a18, X50, X50, a55, a28)	p1(a18, a85, a85, a55, a28)	0
p6(a0, a14, a45, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p3(X80, X70)	p3(a53, X6)	0
p6(X0, a49, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a45, a14, a82, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a33, a14, a49, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a83)	p4(a55, X0) :- p3(X0, X9)	0
p6(a0, a14, a0, a87)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a11, a14, a2, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a23, a14, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a45, a14, a19, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a45, a14, a16, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a10, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a26, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a1, a14, a33, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, a80, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a90, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a12, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a2, a14, a61, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a80, a14, a47, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a95, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a85, a65, X4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a64, a14, a55, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a33, a14, a61, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a74, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a33, X7, X1)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a14, a14, a91, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a47, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a81, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a98, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a88, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a2, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, a35, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a1, a14, a15, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p8(X80)	p8(a5)	0
p6(a13, a14, a85, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a96, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a74, a14, a57, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, a12, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a12)	p4(a16, X5) :- p5(a10, X5)	0
p6(a14, a14, a22, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a74, a14, a74, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a99, a11)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, a25, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a13, a14, a45, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a33, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a0, X7, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a65, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a19, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a20, a14, a95, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a36, a77)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a36, X0, X0, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a17, a14, X7, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a64, a14, a52, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a22, a14, a4, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a74, a8)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a35, a14, a26, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a80, a14, a49, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a65, a33)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a10, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a1, a14, a57, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a36, X1, X1, a85)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a64, a14, a36, a85)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a10, a11)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a98, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a14, a7, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a49, a14, a95, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a10, a14, a47, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p1(a18, X50, X50, a55, a28)	p1(a18, a63, a63, a55, a28)	0
p6(a4, a14, a74, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a96)	p4(a55, X0) :- p3(X0, X9)	0
p6(a87, a14, a0, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a47, a14, a47, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a80, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a91, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a14, a57, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a32, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a45, a14, a1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a12, a12, X2, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a61, a14, a47, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a21, X1, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a32)	p4(a16, X5) :- p5(a10, X5)	0
p6(a25, a14, X7, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a48, a14, a1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a90, X7, X1)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a7, a14, X1, a33)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a7, a11)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p3(X80, X70)	p3(a65, X0)	0
p6(a80, a14, a61, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a81, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a55, a14, a36, a85)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a0, a77)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a16)	p4(a16, X5) :- p5(a10, X5)	0
p6(a35, a14, a22, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a15, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, a35, a33)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a14, a14, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a48, a14, a22, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a80, X1, X2)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a80, a14, a82, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X1, a12, X0, X2)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a74, a14, a96, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a49, a14, a32, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a65, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a96, a14, a21, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a20, a85, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a52, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a19, a14, a49, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p4(X0, a19)	p4(a55, X0) :- p3(X0, X9)	0
p4(X0, X7)	p4(a55, X0) :- p3(X0, X9)	0
p6(a49, a14, X1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a7, a14, X0, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a17, a14, a36, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a95, a14, a99, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a10, a14, X7, a47)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a25, a14, X0, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a0, a14, a52, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a62, a14, a74, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a4, X7, X1)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a11, a14, a5, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(a14, a14, a0, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
p6(X0, a12, X1, X2)	p6(a36, X1, X1, a85) :- p7(X1)	0
p6(a90, a14, a1, X0)	p6(X4, X5, X0, X2) :- p6(X5, a14, X0, X1), p6(X2, X5, X4, X1), p4(X6, X0)	0
