goal	rule	score
visited(X7, L7)	visited(gandalf, shire)	0
companion(elendil, gimli)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
race(X, R20)	race(hamfast, R20)	0
visited(X2, L2)	visited(merry, shire)	0
visited(X2, L2)	visited(merry, lothlorien)	0
race(_EX1, R10)	race(elrohir, R10)	0
mortal(goldberry)	mortal(X) :- race(X, dwarf)	0
visited(X2, L2)	visited(arwen, rohan)	0
visited(Y0, L0)	visited(forlong, mirkwood)	0
visited(X0, L0)	visited(gamgee, iron_hills)	0
mortal(thranduil)	mortal(X) :- race(X, human)	0
visited(X0, L0)	visited(elfstan, gondor)	0
companion(aragorn, sam)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
race(X, R20)	race(dervorin, R20)	0
visited(X0, L0)	visited(theoden, mordor)	0
visited(X4, L4)	visited(gimli, isengard)	0
visited(X5, L5)	visited(gloin, erebor)	0
visited(X4, L4)	visited(gandalf, ithilien)	0
race(_EX0, R20)	race(gamgee, R20)	0
race(_EX0, R20)	race(fimbthil, R20)	0
visited(X2, L2)	visited(celeborn, gondor)	0
visited(X2, L2)	visited(balin, bree)	0
mortal(gimli)	mortal(X) :- race(X, human)	0
companion(boromir, gandalf)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
race(_EX0, R20)	race(glorfindel, R20)	0
visited(Y2, L2)	visited(sauron, rivendell)	0
companion(faramir, gimli)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X2, L2)	visited(elendil, ithilien)	0
visited(Y3, L3)	visited(sauron, rivendell)	0
companion(isildur, gimli)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(gandalf)	mortal(X) :- race(X, dwarf)	0
mortal(tuor)	mortal(X) :- race(X, dwarf)	0
mortal(elwing)	mortal(X) :- race(X, hobbit)	0
visited(X5, L5)	visited(maggot, moria)	0
race(_EX1, R10)	race(beechbone, R10)	0
visited(Y3, L3)	visited(sauron, isengard)	0
race(I, R10)	race(elwing, R10)	0
carries(Y0, ring)	carries(boromir, ring)	0
race(_EX1, R10)	race(forlong, R10)	0
race(_EX1, R10)	race(denethor, R10)	0
visited(Y7, L7)	visited(pippin, shire)	0
race(X, R20)	race(gorbag, R20)	0
race(_EX1, R10)	race(rose, R10)	0
visited(Y3, L3)	visited(sauron, rohan)	0
companion(theoden, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(elrond, aragorn)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X2, L2)	visited(bilbo, fangorn)	0
mortal(lurtz)	mortal(X) :- race(X, dwarf)	0
visited(X7, L7)	visited(gimli, mordor)	0
visited(X4, L4)	visited(frodo, ithilien)	0
visited(Y0, L0)	visited(balin, rivendell)	0
mortal(hirluin)	mortal(X) :- race(X, dwarf)	0
visited(X5, L5)	visited(frodo, erebor)	0
visited(X4, L4)	visited(gandalf, fangorn)	0
visited(Y3, L3)	visited(haldir, shire)	0
threat(sauron, I)	threat(X, Y) :- target(X), enemy(X, Y)	0
companion(theoden, gimli)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X2, L2)	visited(isildur, fangorn)	0
visited(X0, L0)	visited(gamgee, moria)	0
visited(X5, L5)	visited(faramir, mordor)	0
race(X, R20)	race(elanor, R20)	0
visited(X5, L5)	visited(theoden, moria)	0
companion(boromir, thorin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(ghân)	mortal(X) :- race(X, human)	0
visited(Y0, L0)	visited(eowyn, moria)	0
mortal(leaflock)	mortal(X) :- race(X, dwarf)	0
visited(X0, L0)	visited(gollum, rivendell)	0
companion(faramir, balin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y1, L1)	visited(arwen, shire)	0
companion(arwen, rosie)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X5, L5)	visited(thorin, shire)	0
visited(X5, L5)	visited(isildur, rivendell)	0
visited(X2, L2)	visited(arwen, iron_hills)	0
race(_EX0, R20)	race(quickbeam, R20)	0
companion(merry, theoden)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(bilbo)	mortal(X) :- race(X, human)	0
visited(Y3, L3)	visited(thorin, rivendell)	0
companion(elendil, balin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X3, L3)	visited(gimli, mordor)	0
visited(X5, L5)	visited(merry, erebor)	0
race(X, R20)	race(witch_king, R20)	0
visited(X2, L2)	visited(arwen, isengard)	0
companion(arwen, isildur)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(saruman)	mortal(X) :- race(X, dwarf)	0
visited(X4, L4)	visited(gandalf, mirkwood)	0
visited(X3, L3)	visited(arwen, rohan)	0
visited(Y0, L0)	visited(frodo, lothlorien)	0
race(R1, R20)	race(hamfast, R20)	0
race(_EX1, R10)	race(witch_king, R10)	0
mortal(merry)	mortal(X) :- race(X, human)	0
carries(Y0, ring)	carries(legolas, ring)	0
mortal(frodo)	mortal(X) :- race(X, human)	0
visited(X4, L4)	visited(elrond, mordor)	0
visited(X2, L2)	visited(sauron, iron_hills)	0
visited(Y3, L3)	visited(maggot, rivendell)	0
companion(arwen, faramir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(arwen, saruman)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X1, L1)	visited(bilbo, gondor)	0
carries(Y0, ring)	carries(elrohir, ring)	0
companion(merry, saruman)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(merry, faramir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X2, L2)	visited(isildur, mirkwood)	0
visited(Y5, L5)	visited(gloin, moria)	0
companion(elrond, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X0, L0)	visited(gamgee, bree)	0
companion(isildur, gloin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y3, L3)	visited(sauron, moria)	0
visited(Y0, L0)	visited(elwing, moria)	0
visited(Y0, L0)	visited(eowyn, mirkwood)	0
mortal(brealight)	mortal(X) :- race(X, human)	0
visited(X5, L5)	visited(bilbo, moria)	0
carries(Y0, ring)	carries(gothmog, ring)	0
visited(X5, L5)	visited(rosie, rivendell)	0
mortal(radagast)	mortal(X) :- race(X, hobbit)	0
visited(X0, L0)	visited(gimli, ithilien)	0
mortal(ghân)	mortal(X) :- race(X, hobbit)	0
visited(X5, L5)	visited(faramir, erebor)	0
companion(gloin, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
alignment(X4, good)	alignment(glorfindel, good)	0
mortal(witch_king)	mortal(X) :- race(X, human)	0
visited(X2, L2)	visited(balin, iron_hills)	0
visited(X7, L7)	visited(legolas, isengard)	0
companion(isildur, balin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(elwing, mirkwood)	0
visited(X7, L7)	visited(legolas, mordor)	0
visited(X5, L5)	visited(gimli, mordor)	0
visited(X4, L4)	visited(gandalf, shire)	0
mortal(denethor)	mortal(X) :- race(X, dwarf)	0
visited(X0, L0)	visited(elfstan, isengard)	0
visited(X2, L2)	visited(arwen, erebor)	0
visited(X0, L0)	visited(haldir, shire)	0
visited(X1, L1)	visited(pippin, mirkwood)	0
companion(radagast, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(theoden, gloin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X5, L5)	visited(pippin, erebor)	0
visited(X5, L5)	visited(aragorn, erebor)	0
visited(X4, L4)	visited(boromir, isengard)	0
companion(pippin, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X4, L4)	visited(elrond, iron_hills)	0
visited(X2, L2)	visited(radagast, shire)	0
visited(X4, L4)	visited(boromir, rohan)	0
race(_EX0, R20)	race(golasgil, R20)	0
race(X, R20)	race(fastred, R20)	0
carries(Y0, ring)	carries(arwen, ring)	0
carries(Y0, ring)	carries(gloin, ring)	0
visited(X5, L5)	visited(theoden, shire)	0
visited(Y5, L5)	visited(bilbo, gondor)	0
visited(Y7, L7)	visited(pippin, mordor)	0
visited(X2, L2)	visited(saruman, iron_hills)	0
visited(X4, L4)	visited(boromir, erebor)	0
race(R1, R20)	race(bombadil, R20)	0
visited(X2, L2)	visited(radagast, gondor)	0
carries(Y0, ring)	carries(merry, ring)	0
companion(isildur, bilbo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(radagast)	mortal(X) :- race(X, human)	0
race(X, R20)	race(earendil, R20)	0
visited(X4, L4)	visited(elrond, rohan)	0
mortal(faramir)	mortal(X) :- race(X, hobbit)	0
visited(X2, L2)	visited(celeborn, rohan)	0
mortal(goldberry)	mortal(X) :- race(X, human)	0
companion(merry, bilbo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X1, L1)	visited(pippin, isengard)	0
visited(X4, L4)	visited(pippin, fangorn)	0
companion(gloin, gimli)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(bilbo, boromir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X7, L7)	visited(gimli, shire)	0
visited(Y0, L0)	visited(sam, fangorn)	0
race(X, R20)	race(ghân, R20)	0
visited(Y0, L0)	visited(balin, isengard)	0
visited(X4, L4)	visited(gimli, shire)	0
race(_EX0, R20)	race(finglas, R20)	0
companion(merry, isildur)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
race(X, R20)	race(lurtz, R20)	0
companion(elrond, pippin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(elwing, shire)	0
visited(Y0, L0)	visited(balin, mordor)	0
mortal(witch_king)	mortal(X) :- race(X, hobbit)	0
visited(Y1, L1)	visited(arwen, lothlorien)	0
race(X, R20)	race(elwing, R20)	0
carries(Y0, ring)	carries(aragorn, ring)	0
mortal(glorfindel)	mortal(X) :- race(X, human)	0
visited(Y4, L4)	visited(bilbo, mordor)	0
visited(X2, L2)	visited(celeborn, moria)	0
visited(X5, L5)	visited(eowyn, erebor)	0
visited(Y5, L5)	visited(thorin, gondor)	0
visited(X2, L2)	visited(celeborn, fangorn)	0
mortal(elanor)	mortal(X) :- race(X, human)	0
mortal(mablung)	mortal(X) :- race(X, hobbit)	0
visited(X5, L5)	visited(balin, rivendell)	0
visited(Y0, L0)	visited(forlong, bree)	0
visited(X2, L2)	visited(merry, gondor)	0
visited(Y0, L0)	visited(elwing, rohan)	0
visited(X5, L5)	visited(elendil, shire)	0
visited(X4, L4)	visited(frodo, iron_hills)	0
fellowship(goldberry)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
visited(Y5, L5)	visited(bilbo, rohan)	0
fellowship(bombadil)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
companion(arwen, galadriel)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y4, L4)	visited(bilbo, iron_hills)	0
visited(Y0, L0)	visited(elwing, ithilien)	0
visited(X0, L0)	visited(gollum, shire)	0
visited(X0, L0)	visited(elfstan, mirkwood)	0
companion(gloin, balin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X2, L2)	visited(balin, mordor)	0
visited(X2, L2)	visited(celeborn, mordor)	0
mortal(goldilocks)	mortal(X) :- race(X, dwarf)	0
visited(Y1, L1)	visited(arwen, isengard)	0
race(_EX0, R20)	race(butterbur, R20)	0
visited(Y5, L5)	visited(gimli, erebor)	0
visited(X4, L4)	visited(elrond, isengard)	0
mortal(aragorn)	mortal(X) :- race(X, dwarf)	0
mortal(celeborn)	mortal(X) :- race(X, dwarf)	0
visited(X2, L2)	visited(saruman, mirkwood)	0
visited(X2, L2)	visited(sauron, gondor)	0
visited(X7, L7)	visited(bilbo, mordor)	0
companion(balin, frodo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(sam, ithilien)	0
companion(frodo, thorin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(bilbo, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(frodo, aragorn)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(dervorin)	mortal(X) :- race(X, human)	0
mortal(faramir)	mortal(X) :- race(X, dwarf)	0
visited(X2, L2)	visited(arwen, lothlorien)	0
visited(Y5, L5)	visited(thorin, rohan)	0
visited(X4, L4)	visited(boromir, mordor)	0
visited(X2, L2)	visited(isildur, moria)	0
companion(thorin, sam)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y4, L4)	visited(bilbo, moria)	0
visited(X2, L2)	visited(radagast, fangorn)	0
visited(Y2, L2)	visited(arwen, isengard)	0
carries(Y0, ring)	carries(earendil, ring)	0
visited(X0, L0)	visited(theoden, rivendell)	0
visited(X0, L0)	visited(elfstan, rivendell)	0
mortal(treebeard)	mortal(X) :- race(X, human)	0
race(X, R20)	race(hama, R20)	0
visited(Y0, L0)	visited(sam, lothlorien)	0
race(_EX0, R20)	race(gollum, R20)	0
mortal(elanor)	mortal(X) :- race(X, hobbit)	0
visited(X5, L5)	visited(rosie, mordor)	0
mortal(bombadil)	mortal(X) :- race(X, human)	0
companion(faramir, frodo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y1, L1)	visited(arwen, fangorn)	0
mortal(duilin)	mortal(X) :- race(X, hobbit)	0
carries(Y0, ring)	carries(bombadil, ring)	0
visited(X2, L2)	visited(boromir, fangorn)	0
visited(X2, L2)	visited(radagast, mordor)	0
carries(Y0, ring)	carries(elendil, ring)	0
companion(legolas, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(frodo, erebor)	0
race(_EX1, R10)	race(hirluin, R10)	0
companion(arwen, celeborn)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X2, L2)	visited(balin, fangorn)	0
companion(thorin, balin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X5, L5)	visited(thorin, rivendell)	0
visited(X2, L2)	visited(elendil, rohan)	0
companion(faramir, sam)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(thorin, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
carries(Y0, ring)	carries(pippin, ring)	0
mortal(denethor)	mortal(X) :- race(X, human)	0
visited(X5, L5)	visited(faramir, shire)	0
visited(X5, L5)	visited(gloin, mordor)	0
visited(X0, L0)	visited(elwing, gondor)	0
visited(Y5, L5)	visited(gimli, rohan)	0
mortal(gamgee)	mortal(X) :- race(X, human)	0
visited(X0, L0)	visited(gollum, isengard)	0
companion(isildur, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(elwing, gondor)	0
companion(bilbo, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(frodo, ithilien)	0
mortal(elfstan)	mortal(X) :- race(X, dwarf)	0
visited(X2, L2)	visited(balin, rohan)	0
visited(X1, L1)	visited(pippin, ithilien)	0
race(X, R20)	race(glorfindel, R20)	0
mortal(rosie)	mortal(X) :- race(X, dwarf)	0
mortal(erkenbrand)	mortal(X) :- race(X, human)	0
visited(X7, L7)	visited(elrond, mordor)	0
visited(Y4, L4)	visited(gandalf, mordor)	0
mortal(elwing)	mortal(X) :- race(X, human)	0
race(X, R20)	race(golasgil, R20)	0
companion(saruman, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
race(_EX0, R20)	race(duinhir, R20)	0
visited(X7, L7)	visited(boromir, shire)	0
visited(X2, L2)	visited(saruman, moria)	0
visited(X7, L7)	visited(bilbo, moria)	0
visited(X5, L5)	visited(maggot, rivendell)	0
visited(X2, L2)	visited(saruman, rivendell)	0
companion(balin, thorin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(eowyn, mordor)	0
visited(Y4, L4)	visited(bilbo, bree)	0
visited(X4, L4)	visited(bilbo, moria)	0
companion(merry, maggot)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(legolas)	mortal(X) :- race(X, dwarf)	0
visited(X2, L2)	visited(saruman, bree)	0
companion(rosie, balin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(faramir, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
companion(elendil, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X3, L3)	visited(aragorn, lothlorien)	0
fellowship(elwing)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
carries(Y0, ring)	carries(gollum, ring)	0
visited(X0, L0)	visited(gollum, ithilien)	0
mortal(boromir)	mortal(X) :- race(X, dwarf)	0
mortal(elladan)	mortal(X) :- race(X, hobbit)	0
visited(X2, L2)	visited(balin, mirkwood)	0
visited(Y4, L4)	visited(bilbo, mirkwood)	0
race(_EX0, R20)	race(hama, R20)	0
mortal(treebeard)	mortal(X) :- race(X, hobbit)	0
visited(X0, L0)	visited(theoden, fangorn)	0
visited(X1, L1)	visited(bilbo, mordor)	0
visited(X0, L0)	visited(theoden, erebor)	0
fellowship(rose)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
mortal(elrohir)	mortal(X) :- race(X, dwarf)	0
visited(X7, L7)	visited(merry, shire)	0
visited(X2, L2)	visited(balin, gondor)	0
visited(X4, L4)	visited(elrond, gondor)	0
visited(X0, L0)	visited(gimli, mirkwood)	0
visited(X0, L0)	visited(elwing, isengard)	0
companion(theoden, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X2, L2)	visited(bilbo, bree)	0
visited(X0, L0)	visited(gamgee, ithilien)	0
visited(X2, L2)	visited(celeborn, bree)	0
visited(X5, L5)	visited(balin, shire)	0
visited(Y2, L2)	visited(sauron, moria)	0
visited(X7, L7)	visited(merry, mordor)	0
visited(X0, L0)	visited(elfstan, fangorn)	0
visited(X2, L2)	visited(isildur, rohan)	0
visited(X2, L2)	visited(boromir, mirkwood)	0
visited(Y7, L7)	visited(aragorn, shire)	0
visited(X0, L0)	visited(gimli, erebor)	0
mortal(legolas)	mortal(X) :- race(X, hobbit)	0
mortal(denethor)	mortal(X) :- race(X, hobbit)	0
mortal(fastred)	mortal(X) :- race(X, dwarf)	0
visited(X5, L5)	visited(balin, mordor)	0
visited(X7, L7)	visited(boromir, isengard)	0
visited(Y7, L7)	visited(gimli, shire)	0
visited(Y5, L5)	visited(gloin, erebor)	0
visited(X2, L2)	visited(radagast, moria)	0
visited(X7, L7)	visited(gandalf, mordor)	0
visited(X2, L2)	visited(bilbo, mirkwood)	0
carries(Y0, ring)	carries(sauron, ring)	0
visited(Y4, L4)	visited(legolas, mordor)	0
visited(Y0, L0)	visited(elwing, bree)	0
mortal(thranduil)	mortal(X) :- race(X, hobbit)	0
visited(X4, L4)	visited(pippin, mirkwood)	0
mortal(beechbone)	mortal(X) :- race(X, dwarf)	0
carries(Y0, ring)	carries(balin, ring)	0
mortal(gimli)	mortal(X) :- race(X, hobbit)	0
mortal(arwen)	mortal(X) :- race(X, dwarf)	0
visited(X5, L5)	visited(maggot, erebor)	0
visited(Y4, L4)	visited(bilbo, isengard)	0
visited(Y3, L3)	visited(thranduil, rivendell)	0
visited(X4, L4)	visited(frodo, mirkwood)	0
visited(X5, L5)	visited(theoden, mordor)	0
visited(Y0, L0)	visited(eowyn, isengard)	0
visited(X5, L5)	visited(eowyn, rivendell)	0
visited(X0, L0)	visited(haldir, rivendell)	0
visited(X4, L4)	visited(pippin, mordor)	0
fellowship(fastred)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
race(_EX1, R10)	race(ghân, R10)	0
visited(Y5, L5)	visited(frodo, erebor)	0
visited(X2, L2)	visited(saruman, fangorn)	0
visited(X0, L0)	visited(elwing, moria)	0
companion(eowyn, gloin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(forlong, ithilien)	0
visited(X4, L4)	visited(gimli, iron_hills)	0
visited(Y5, L5)	visited(thorin, shire)	0
companion(eowyn, sam)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
mortal(earendil)	mortal(X) :- race(X, dwarf)	0
visited(X0, L0)	visited(gimli, rohan)	0
visited(X0, L0)	visited(gamgee, mordor)	0
visited(X0, L0)	visited(gimli, fangorn)	0
visited(X2, L2)	visited(boromir, erebor)	0
race(X, R20)	race(elfstan, R20)	0
race(_EX0, R20)	race(witch_king, R20)	0
mortal(beregond)	mortal(X) :- race(X, dwarf)	0
race(_EX1, R10)	race(fimbthil, R10)	0
visited(Y0, L0)	visited(frodo, rohan)	0
race(X, R20)	race(elrohir, R20)	0
race(R1, R20)	race(fastred, R20)	0
mortal(elendil)	mortal(X) :- race(X, hobbit)	0
mortal(I)	mortal(X) :- race(X, hobbit)	0
visited(X7, L7)	visited(bilbo, isengard)	0
visited(X5, L5)	visited(merry, shire)	0
race(X, R20)	race(duilin, R20)	0
visited(X0, L0)	visited(haldir, moria)	0
target(sauron)	target(X) :- carries(X, ring)	0
alignment(X4, good)	alignment(arwen, good)	0
visited(X4, L4)	visited(bilbo, rohan)	0
visited(X2, L2)	visited(celeborn, ithilien)	0
visited(X4, L4)	visited(bilbo, isengard)	0
mortal(sam)	mortal(X) :- race(X, dwarf)	0
visited(X2, L2)	visited(arwen, bree)	0
visited(X5, L5)	visited(elendil, erebor)	0
visited(X2, L2)	visited(elendil, rivendell)	0
visited(Y0, L0)	visited(sam, bree)	0
visited(Y3, L3)	visited(sauron, gondor)	0
carries(Y0, ring)	carries(gamgee, ring)	0
mortal(thranduil)	mortal(X) :- race(X, dwarf)	0
visited(X0, L0)	visited(haldir, mordor)	0
visited(Y2, L2)	visited(arwen, lothlorien)	0
race(_EX0, R20)	race(beechbone, R20)	0
race(_EX1, R10)	race(goldberry, R10)	0
visited(X4, L4)	visited(gimli, mordor)	0
visited(Y2, L2)	visited(isildur, moria)	0
visited(Y5, L5)	visited(bilbo, moria)	0
fellowship(elanor)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
companion(arwen, maggot)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X2, L2)	visited(sauron, rivendell)	0
companion(haldir, sauron)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y7, L7)	visited(aragorn, mordor)	0
visited(X1, L1)	visited(bilbo, ithilien)	0
visited(Y5, L5)	visited(balin, rohan)	0
companion(thorin, bilbo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y7, L7)	visited(aragorn, isengard)	0
visited(Y0, L0)	visited(sam, gondor)	0
visited(X1, L1)	visited(bilbo, mirkwood)	0
visited(Y2, L2)	visited(arwen, mordor)	0
race(earendil, R20)	race(earendil, R20)	0
visited(Y5, L5)	visited(gimli, mordor)	0
mortal(pippin)	mortal(X) :- race(X, human)	0
companion(arwen, radagast)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
race(_EX1, R10)	race(gamgee, R10)	0
visited(X2, L2)	visited(saruman, rohan)	0
visited(Y3, L3)	visited(sauron, shire)	0
visited(Y0, L0)	visited(balin, lothlorien)	0
visited(X5, L5)	visited(bilbo, erebor)	0
visited(X2, L2)	visited(merry, rohan)	0
visited(X4, L4)	visited(gandalf, bree)	0
carries(Y0, ring)	carries(elanor, ring)	0
race(_EX0, R20)	race(elfstan, R20)	0
visited(X0, L0)	visited(haldir, gondor)	0
visited(X2, L2)	visited(celeborn, mirkwood)	0
carries(Y0, ring)	carries(gandalf, ring)	0
mortal(radagast)	mortal(X) :- race(X, dwarf)	0
visited(Y5, L5)	visited(gloin, gondor)	0
race(X, R20)	race(bombadil, R20)	0
mortal(mablung)	mortal(X) :- race(X, human)	0
visited(Y2, L2)	visited(arwen, gondor)	0
visited(Y7, L7)	visited(boromir, shire)	0
visited(Y7, L7)	visited(bilbo, moria)	0
visited(X1, L1)	visited(pippin, lothlorien)	0
race(R1, R20)	race(elfstan, R20)	0
companion(gandalf, bilbo)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(forlong, moria)	0
companion(arwen, thranduil)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y0, L0)	visited(frodo, isengard)	0
mortal(golasgil)	mortal(X) :- race(X, dwarf)	0
alignment(X1, good)	alignment(earendil, good)	0
visited(X4, L4)	visited(boromir, ithilien)	0
visited(Y2, L2)	visited(saruman, moria)	0
visited(X0, L0)	visited(theoden, mirkwood)	0
companion(arwen, balin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X4, L4)	visited(frodo, rohan)	0
visited(X1, L1)	visited(bilbo, isengard)	0
visited(X2, L2)	visited(bilbo, mordor)	0
race(_EX1, R10)	race(quickbeam, R10)	0
race(X, R20)	race(gothmog, R20)	0
visited(Y0, L0)	visited(sam, rohan)	0
visited(Y3, L3)	visited(galadriel, rivendell)	0
race(_EX1, R10)	race(hama, R10)	0
visited(X2, L2)	visited(boromir, mordor)	0
visited(Y0, L0)	visited(forlong, isengard)	0
visited(X0, L0)	visited(elfstan, ithilien)	0
fellowship(elladan)	fellowship(X) :- visited(X, rivendell), alignment(X, good)	0
mortal(merry)	mortal(X) :- race(X, dwarf)	0
companion(rosie, haldir)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X5, L5)	visited(gloin, shire)	0
mortal(goldberry)	mortal(X) :- race(X, hobbit)	0
race(X, R20)	race(forlong, R20)	0
visited(X0, L0)	visited(elwing, mordor)	0
mortal(gamling)	mortal(X) :- race(X, human)	0
race(_EX0, R20)	race(gamling, R20)	0
visited(Y0, L0)	visited(elwing, mordor)	0
visited(Y0, L0)	visited(frodo, iron_hills)	0
visited(Y0, L0)	visited(sam, isengard)	0
visited(Y0, L0)	visited(elwing, lothlorien)	0
visited(Y7, L7)	visited(boromir, isengard)	0
race(_EX1, R10)	race(elfstan, R10)	0
mortal(tuor)	mortal(X) :- race(X, hobbit)	0
visited(X2, L2)	visited(balin, erebor)	0
visited(Y4, L4)	visited(elrond, mordor)	0
mortal(brealight)	mortal(X) :- race(X, dwarf)	0
mortal(gollum)	mortal(X) :- race(X, dwarf)	0
visited(Y4, L4)	visited(bilbo, lothlorien)	0
alignment(X4, good)	alignment(elwing, good)	0
carries(Y0, ring)	carries(elwing, ring)	0
race(_EX0, R20)	race(bombadil, R20)	0
visited(X0, L0)	visited(gimli, isengard)	0
visited(X2, L2)	visited(celeborn, iron_hills)	0
mortal(duilin)	mortal(X) :- race(X, human)	0
visited(Y5, L5)	visited(balin, rivendell)	0
race(_EX0, R20)	race(tuor, R20)	0
visited(X0, L0)	visited(elfstan, mordor)	0
visited(X5, L5)	visited(eowyn, shire)	0
visited(X2, L2)	visited(elendil, bree)	0
mortal(eowyn)	mortal(X) :- race(X, dwarf)	0
visited(X0, L0)	visited(theoden, lothlorien)	0
visited(Y4, L4)	visited(elrond, shire)	0
visited(X5, L5)	visited(thorin, moria)	0
visited(X1, L1)	visited(pippin, shire)	0
companion(frodo, gandalf)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
race(_EX1, R10)	race(elladan, R10)	0
companion(maggot, gimli)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(Y1, L1)	visited(arwen, gondor)	0
race(I, R10)	race(elladan, R10)	0
visited(Y3, L3)	visited(sauron, lothlorien)	0
visited(X2, L2)	visited(saruman, mordor)	0
visited(Y0, L0)	visited(frodo, bree)	0
companion(sam, thorin)	companion(X, Y) :- visited(X, L), visited(Y, L)	0
visited(X3, L3)	visited(celeborn, mordor)	0
visited(Y2, L2)	visited(balin, rivendell)	0
visited(X4, L4)	visited(gimli, gondor)	0
visited(Y0, L0)	visited(balin, shire)	0
visited(X0, L0)	visited(elfstan, moria)	0
visited(Y3, L3)	visited(balin, rivendell)	0
mortal(elrond)	mortal(X) :- race(X, dwarf)	0
